"Title","Link"
"Finding Universally Quantified Heap Invariants by Horn Clause Transformations","https://www.scopus.com/pages/publications/105001355372?origin=resultslist"
"Pipit on the Post: Proving Pre- and Post-Conditions of Reactive Systems","https://www.scopus.com/pages/publications/85205028976?origin=resultslist"
"C Programming Code Defect Detection based on Bounded Model Checking","https://www.scopus.com/pages/publications/105002693454?origin=resultslist"
"Advances in Semantic Patching for HPC-oriented Refactorings with Coccinelle","https://www.scopus.com/pages/publications/105015442770?origin=resultslist"
"High-level Programming of Vulkan-based GPUs Through OpenMP","https://www.scopus.com/pages/publications/105033770525?origin=resultslist"
"Generative AI in Introductory Programming Instruction: Examining the Assistance Dilemma with LLM-Based Code Generators","https://www.scopus.com/pages/publications/85215528393?origin=resultslist"
"Creating Scala-Embedded Domain-Specific Languages","https://www.scopus.com/pages/publications/105006458123?origin=resultslist"
"Secure Convertible Codes for Passive Eavesdroppers","https://www.scopus.com/pages/publications/105021939398?origin=resultslist"
"Lower Bounds on Code Conversion Bandwidth via a Novel Information-theoretic Approach","https://www.scopus.com/pages/publications/105050190634?origin=resultslist"
"Nanopass Back-Translation of Call-Return Trees for Mechanized Secure Compilation Proofs","https://www.scopus.com/pages/publications/105019496424?origin=resultslist"
"Applying Genetic Improvement Techniques for Automated Program Repair of Transpiled Code","https://www.scopus.com/pages/publications/105044506442?origin=resultslist"
"From high to low: Simulating nondeterminism and state with state","https://www.scopus.com/pages/publications/85216530690?origin=resultslist"
"TeTRIS: General-purpose Fuzzing for Translation Bugs in Source-to-Source Code Transpilers","https://www.scopus.com/pages/publications/105035215848?origin=resultslist"
"On - Device Translation of Dynamically Typed and Interpreted Languages","https://www.scopus.com/pages/publications/85211117669?origin=resultslist"
"Scalable, Validated Code Translation of Entire Projects using Large Language Models","https://www.scopus.com/pages/publications/105008276439?origin=resultslist"
"Semi-Supervised Code Translation Overcoming the Scarcity of Parallel Code Data","https://www.scopus.com/pages/publications/85211265593?origin=resultslist"
"Green-Code: Learning to Optimize Energy Efficiency in Llm-Based Code Generation","https://www.scopus.com/pages/publications/105010812594?origin=resultslist"
"Robust Hand-Eye Calibration Based on Optimized Dual Quaternions","https://www.scopus.com/pages/publications/105048966834?origin=resultslist"
"Bridging the differences across CPU instruction set architectures—LoongArch architecture software porting technique based on large language models; [跨越 CPU 架构差异 —— 基于大语言模型的龙架构软件移植技术]","https://www.scopus.com/pages/publications/105035414642?origin=resultslist"
"A Layered Certifying Compiler Architecture","https://www.scopus.com/pages/publications/105021402571?origin=resultslist"
"A Human-Machine Collaborative Code Translator from ARM NEON to RISC-V Vector","https://www.scopus.com/pages/publications/105045005745?origin=resultslist"
"MinsC2Rust: LLM-driven project-level code migration from C to safe Rust","https://www.scopus.com/pages/publications/105042583729?origin=resultslist"
"Design and Analysis of Binary into Gray code converter using Cadence 180nm Technology","https://www.scopus.com/pages/publications/85216596055?origin=resultslist"
"39th ISC High Performance conference, ISC-HPC 2024","https://www.scopus.com/pages/publications/105009320572?origin=resultslist"
"Scalable Stellar Parameter Inference Using Python-based LASP: From CPU Optimization to GPU Acceleration","https://www.scopus.com/pages/publications/105034209066?origin=resultslist"
"Hardware-optimal quantum algorithms","https://www.scopus.com/pages/publications/105000919685?origin=resultslist"
"Automated Codebase Reconciliation using Large Language Models","https://www.scopus.com/pages/publications/105011347234?origin=resultslist"
"MTL-CR: A Multitask Learning Approach for Code Representation","https://www.scopus.com/pages/publications/105035175066?origin=resultslist"
"Exploring the Potential of LLMs for Code Deobfuscation","https://www.scopus.com/pages/publications/105019302740?origin=resultslist"
"A High-Level Framework for Distributed Systems with Simulation-Based Testing Support","https://www.scopus.com/pages/publications/105040533705?origin=resultslist"
"ParEval-Repo: A Benchmark Suite for Evaluating LLMs with Repository-level HPC Translation Tasks","https://www.scopus.com/pages/publications/105026451754?origin=resultslist"
"Porting ThunderKittens from CUDA to SYCL for Intel GPU: Process, Challenges, and Lessons Learned","https://www.scopus.com/pages/publications/105045090567?origin=resultslist"
"Language in the Technology Trap: The Impact of the Increasingly Large Proportion of Machine-Generated Texts on Language Use","https://www.scopus.com/pages/publications/85195457700?origin=resultslist"
"Reviewing the design and qualitative analysis of reversible combined circuits","https://www.scopus.com/pages/publications/105036201763?origin=resultslist"
"High-Performance Time-to-Digital Conversion on a 16-nm Ultrascale+ FPGA","https://www.scopus.com/pages/publications/85207724957?origin=resultslist"
"Reconstructing Geometric Models from the Point Clouds of Buildings Based on a Transformer Network","https://www.scopus.com/pages/publications/85217802259?origin=resultslist"
"Analyzing the dependability of Large Language Models for code clone generation","https://www.scopus.com/pages/publications/105010520348?origin=resultslist"
"Leveraging RAG-LLM to Translate C++ to Rust","https://www.scopus.com/pages/publications/85213997687?origin=resultslist"
"Parameterized quantum random number generators for superconducting quantum hardware: novel architectures and NIST SP 800-22 evaluation under IBM noisy simulators","https://www.scopus.com/pages/publications/105045253158?origin=resultslist"
"Challenges of Using Literary Translation and Artificial Intelligence for Postgraduate Students: A Case Study of Baghdad University","https://www.scopus.com/pages/publications/105020567736?origin=resultslist"
"Interactive Source-to-Source Optimizations Validated using Static Resource Analysis","https://www.scopus.com/pages/publications/85198644917?origin=resultslist"
"Challenges in C++ to Rust Translation with Large Language Models: A Preliminary Empirical Study","https://www.scopus.com/pages/publications/105021604770?origin=resultslist"
"Formalization of Quantum Intermediate Representations for code safety","https://www.scopus.com/pages/publications/85206655979?origin=resultslist"
"JasFree: Grammar-free Program Analysis for JavaScript Bytecode","https://www.scopus.com/pages/publications/105006536879?origin=resultslist"
"Efficient Temporal Logic Runtime Monitoring for Tiny Systems","https://www.scopus.com/pages/publications/85204560615?origin=resultslist"
"Formal Verification of Source-to-Source Transformations for HLS","https://www.scopus.com/pages/publications/85190771263?origin=resultslist"
"Quantum Circuit-Based Adaptation for Credit Risk Analysis","https://www.scopus.com/pages/publications/105038713476?origin=resultslist"
"GlueTest: Testing Code Translation via Language Interoperability","https://www.scopus.com/pages/publications/85215503871?origin=resultslist"
"Task-Specific Code Synthesis for Data Pipelines Using Transformer-Based LLM Agents","https://www.scopus.com/pages/publications/105039200012?origin=resultslist"
"A parallel memetic algorithm for qubit mapping on noisy intermediate-scale quantum machines","https://www.scopus.com/pages/publications/105014381684?origin=resultslist"
"RepoTransBench: A Real-World Multilingual Benchmark for Repository-Level Code Translation","https://www.scopus.com/pages/publications/105025403571?origin=resultslist"
"Implementation of a Real-Time Calibration Method for Nonlinear ADC Links Based on Compensation Sequence Lookup Tables","https://www.scopus.com/pages/publications/105002142928?origin=resultslist"
"Enhancing ChatPORT with CUDA-to-SYCL Kernel Translation Capability","https://www.scopus.com/pages/publications/105023382841?origin=resultslist"
"Multi-mechanism neural machine translation framework for automatic program repair","https://www.scopus.com/pages/publications/85193705907?origin=resultslist"
"AN INTERPRETABLE ERROR CORRECTION METHOD FOR ENHANCING CODE-TO-CODE TRANSLATION","https://www.scopus.com/pages/publications/85200564619?origin=resultslist"
"Dead gate elimination in hybrid quantum–classical programs","https://www.scopus.com/pages/publications/105034363428?origin=resultslist"
"Interactive LLM-Driven Framework for Cross-Architecture Code Migration: Balancing Efficiency, Accuracy, and Explainability","https://www.scopus.com/pages/publications/105035843575?origin=resultslist"
"T-Rec: Fine-Grained Language-Agnostic Program Reduction Guided by Lexical Syntax","https://www.scopus.com/pages/publications/85218353274?origin=resultslist"
"Towards Trustworthy Automated Program Verifiers: Formally Validating Translations into an Intermediate Verification Language","https://www.scopus.com/pages/publications/85196821956?origin=resultslist"
"CoTran: An LLM-Based Code Translator Using Reinforcement Learning with Feedback from Compiler and Symbolic Execution","https://www.scopus.com/pages/publications/85216664724?origin=resultslist"
"UniPar: A Unified LLM-Based Framework for Parallel and Accelerated Code Translation in HPC","https://www.scopus.com/pages/publications/105021464602?origin=resultslist"
"AdaptTrans: a complexity-aware iterative optimisation framework for efficient code translation","https://www.scopus.com/pages/publications/105047316227?origin=resultslist"
"APT: Adaptive Prefix-Tuning on Pretrained Models for Code Intelligence","https://www.scopus.com/pages/publications/85204955766?origin=resultslist"
"Cognitive Reasoning in Translation: Evaluating Chain-of-Thought, Explaining, Metacognition, and Critique in Humans and General-Purpose vs. Advanced-Reasoning Large Language Models","https://www.scopus.com/pages/publications/105028394251?origin=resultslist"
"Automated description generation for software patches","https://www.scopus.com/pages/publications/85204241273?origin=resultslist"
"Autocryptsafe: A Formal Verification Tool for Detecting Semantic Divergence and Cryptographic Unsafety in Optimized Code","https://www.scopus.com/pages/publications/105044560128?origin=resultslist"
"Multi-agent architecture for legacy custom code migration","https://www.scopus.com/pages/publications/105044967594?origin=resultslist"
"The Ultimate Conditional Syntax","https://www.scopus.com/pages/publications/85206880139?origin=resultslist"
"ODEL: An Experience-Augmented Self-Evolving Framework for Efficient Python-to-C++ Code Translation","https://www.scopus.com/pages/publications/105030109327?origin=resultslist"
"Skeleton-Guided-Translation: A Benchmarking Framework for Code Repository Translation with Fine-Grained Quality Evaluation","https://www.scopus.com/pages/publications/105028934332?origin=resultslist"
"42nd International Conference on Logic Programming, ICLP 2026","https://www.scopus.com/pages/publications/105047610994?origin=resultslist"
"GUESS & SKETCH: LANGUAGE MODEL GUIDED TRANSPILATION","https://www.scopus.com/pages/publications/85200582265?origin=resultslist"
"AI Powered Programming Language Translation","https://www.scopus.com/pages/publications/105011273045?origin=resultslist"
"Reconciling the academic mission with workforce reality in acute care surgery","https://www.scopus.com/pages/publications/105041677432?origin=resultslist"
"Preserving Privacy in a (Timed) Concurrent Language for Argumentation","https://www.scopus.com/pages/publications/85200130238?origin=resultslist"
"Rusting Volatility: Accelerating memory forensics through LLM-assisted cross-language migration","https://www.scopus.com/pages/publications/105045225975?origin=resultslist"
"SafeTrans: LLM-Assisted Transpilation from C to Rust","https://www.scopus.com/pages/publications/105042170095?origin=resultslist"
"Mutation analysis for evaluating code translation","https://www.scopus.com/pages/publications/85178665132?origin=resultslist"
"Al-Driven Process-Oriented Translation Instruction to Cultivate Critical Thinking Among Chinese EFL Learners","https://www.scopus.com/pages/publications/105044689818?origin=resultslist"
"Modified model-based fault location estimation in DC microgrids","https://www.scopus.com/pages/publications/105022462658?origin=resultslist"
"A High-Precision Level-Crossing Pipelined ADC With Trigger-Sampled Backend Stage","https://www.scopus.com/pages/publications/105021540370?origin=resultslist"
"Discretized optimization algorithms for finding the bug-prone locations of a program source code","https://www.scopus.com/pages/publications/85202006817?origin=resultslist"
"LLM-Powered Quantum Code Transpilation","https://www.scopus.com/pages/publications/105030017226?origin=resultslist"
"Flexible Generation of Fast and Accurate Software Performance Simulators From Compact Processor Descriptions","https://www.scopus.com/pages/publications/85209088442?origin=resultslist"
"Quantitative Evaluation of Automatic Translation Between Industrial Robot Programming Languages Using Machine Learning","https://www.scopus.com/pages/publications/105048692184?origin=resultslist"
"Bridging Gaps in LLM Code Translation: Reducing Errors with Call Graphs and Bridged Debuggers","https://www.scopus.com/pages/publications/85210512142?origin=resultslist"
"Implementing Rust Language Algorithms for Image Processing","https://www.scopus.com/pages/publications/105031084559?origin=resultslist"
"Testing and Benchmarking Emerging Supercomputers via the MFC Flow Solver","https://www.scopus.com/pages/publications/105023413340?origin=resultslist"
"UI2HTML: utilizing LLM agents with chain of thought to convert UI into HTML code","https://www.scopus.com/pages/publications/105003165945?origin=resultslist"
"Formal Verification of Answer Set Programs Containing Advanced Language Constructs","https://www.scopus.com/pages/publications/105034144780?origin=resultslist"
"Quantum Computing - Toward Large-Scale Fault-Tolerant Quantum Computing","https://www.scopus.com/pages/publications/105035348290?origin=resultslist"
"Optimization-Directed Compiler Fuzzing for Continuous Translation Validation","https://www.scopus.com/pages/publications/105008275778?origin=resultslist"
"Feasibility study using descriptive statistics for the development of a C++ language to block diagram translator","https://www.scopus.com/pages/publications/85211808956?origin=resultslist"
"Btor2-Cert: A Certifying Hardware-Verification Framework Using Software Analyzers","https://www.scopus.com/pages/publications/85192250802?origin=resultslist"
"INTERVENOR: Prompting the Coding Ability of Large Language Models with the Interactive Chain of Repair","https://www.scopus.com/pages/publications/85205046778?origin=resultslist"
"Design and Optimization of Complex Quantum Circuits Targeting Near-Term Quantum Processors Using Custom Algorithms and Qiskit Transpiler","https://www.scopus.com/pages/publications/105034203211?origin=resultslist"
"RustRepoTrans: Repository-level Context Code Translation Benchmark Targeting Rust","https://www.scopus.com/pages/publications/105034633578?origin=resultslist"
"Research on the equivalence principle and module design of erasure code based on multi tenants","https://www.scopus.com/pages/publications/85210229082?origin=resultslist"
"Dibit-based frequency encoded binary-to-gray code converter","https://www.scopus.com/pages/publications/85159378454?origin=resultslist"
"An NLP-Based Performance Comparison of ChatGpt, Google Translate, and Deepseek for Bangla-To-English Translation","https://www.scopus.com/pages/publications/105042963087?origin=resultslist"
"Unique 3-input XOR gate for nanocomputation in QCA nanotechnology","https://www.scopus.com/pages/publications/105019660625?origin=resultslist"
"Transformer Model Based on Cross-Language Migration for Low-Resource Hausa News Classification","https://www.scopus.com/pages/publications/105020823431?origin=resultslist"
"Debun: Detecting Bundled JavaScript Libraries on Web using Property-Order Graphs","https://www.scopus.com/pages/publications/105034658971?origin=resultslist"
