"Title","Link"
"Costs and benefits of a leaf beetle Integrated Pest Management (IPM) program II. Cost-benefit analysis","https://www.scopus.com/pages/publications/85043982135?origin=resultslist"
"International Conference on VLSI and Microwave and Wireless Technologies, ICVMWT 2024","https://www.scopus.com/pages/publications/105037741897?origin=resultslist"
"A Method for the Verification of Memory Management Software in the Presence of TLBs","https://www.scopus.com/pages/publications/105034258656?origin=resultslist"
"NanoSoftController: A Minimal Soft Processor for System State Control in FPGA Systems","https://www.scopus.com/pages/publications/85218460048?origin=resultslist"
"Joint-transform correlator multiple-image encryption system based on quick-response code key","https://www.scopus.com/pages/publications/85073348857?origin=resultslist"
"EFCF: High Performance Smart Contract Fuzzing for Exploit Generation","https://www.scopus.com/pages/publications/85168114943?origin=resultslist"
"Automated TEE Adaptation With LLMs: Identifying, Transforming, and Porting Sensitive Functions in Programs","https://www.scopus.com/pages/publications/105028008909?origin=resultslist"
"A Deep Learning framework for Interoperable Machine Learning","https://www.scopus.com/pages/publications/85118298222?origin=resultslist"
"The Quantum Imitation Game: Reverse Engineering of Quantum Machine Learning Models","https://www.scopus.com/pages/publications/85214089631?origin=resultslist"
"Fully Verified Instruction Scheduling","https://www.scopus.com/pages/publications/85206813633?origin=resultslist"
"Securing AI Code Generation - A Prompt Rectification Approach for Mitigating Cyber Risks","https://www.scopus.com/pages/publications/105033707197?origin=resultslist"
"Authentication based on voice passwords with the biometric template protection using correlation neurons; [Аутентификация по голосовым паролям с обеспечением конфиденциальности биометрических данных на основе корреляционных нейронов]","https://www.scopus.com/pages/publications/85200412164?origin=resultslist"
"Occam to Go translator","https://www.scopus.com/pages/publications/85116550029?origin=resultslist"
"Xeggora: Exploiting immune-to-evidence symmetries with full aggregation in statistical relational models","https://www.scopus.com/pages/publications/85097336519?origin=resultslist"
"SymQEMU: Compilation-based symbolic execution for binaries","https://www.scopus.com/pages/publications/85108657986?origin=resultslist"
"Program Queue Analysis for Forensics of Quantum Backends","https://www.scopus.com/pages/publications/105042193937?origin=resultslist"
"Insights from Bugs in FPGA High-Level Synthesis Tools: An Empirical Study of Bambu Bugs","https://www.scopus.com/pages/publications/105002607495?origin=resultslist"
"VecIntrinBench: Benchmarking Cross-Architecture Intrinsic Code Migration for RISC-V Vector","https://www.scopus.com/pages/publications/105043482754?origin=resultslist"
"VERT: Polyglot Verified Equivalent Rust Transpilation with Large Language Models","https://www.scopus.com/pages/publications/105034666250?origin=resultslist"
"The optics of language-integrated query","https://www.scopus.com/pages/publications/85078128644?origin=resultslist"
"Masking Countermeasures Against Side-Channel Attacks on Quantum Computers","https://www.scopus.com/pages/publications/85217396295?origin=resultslist"
"A vendor-agnostic, single code-based GPU tracking for the Inner Tracking System of the ALICE experiment","https://www.scopus.com/pages/publications/85149789712?origin=resultslist"
"High-Level Stream and Data Parallelism in C++ for Multi-Cores","https://www.scopus.com/pages/publications/85117271407?origin=resultslist"
"One Size Does Not Fit All: Multi-granularity Patch Generation for Better Automated Program Repair","https://www.scopus.com/pages/publications/85205532694?origin=resultslist"
"Computational strategies for trust-aware abstract argumentation frameworks","https://www.scopus.com/pages/publications/85098158972?origin=resultslist"
"Accelerating Legacy Code Migration With Artificial Intelligence","https://www.scopus.com/pages/publications/105031095625?origin=resultslist"
"Towards Assurance of LLM Adversarial Robustness using Ontology-Driven Argumentation","https://www.scopus.com/pages/publications/85208283226?origin=resultslist"
"VULTERMINATOR: Bringing Back Template-Based Automated Repair for Fixing Java Vulnerabilities","https://www.scopus.com/pages/publications/105045102967?origin=resultslist"
"FLASH: An Abstract Machine for Modelling Fully Homomorphic Encryption Accelerators","https://www.scopus.com/pages/publications/105031888853?origin=resultslist"
"COLA: COarse-LAbel Multisource LiDAR Semantic Segmentation for Autonomous Driving","https://www.scopus.com/pages/publications/105001078295?origin=resultslist"
"Biometric Authentication on Thermographic Facial Images Using Neural Network 'Biometrics-to-Code' Converter","https://www.scopus.com/pages/publications/85124401785?origin=resultslist"
"Undermining Quantum Circuit Obfuscation: Insights from Structural Analysis","https://www.scopus.com/pages/publications/105013193852?origin=resultslist"
"Compiler-Directed Migrating API Callsite of Client Code","https://www.scopus.com/pages/publications/85196802216?origin=resultslist"
"Shedding light on the hidden world of subterranean fauna: A transdisciplinary research approach","https://www.scopus.com/pages/publications/85066256391?origin=resultslist"
"Research of Language Recognition Methods Based on Machine Learning","https://www.scopus.com/pages/publications/85104730682?origin=resultslist"
"Work-in-Progress: Secure non-volatile memory with scratch pad memory using dual encryption Mode","https://www.scopus.com/pages/publications/85058227967?origin=resultslist"
"A large-scale empirical study of low-level function use in Ethereum smart contracts and automated replacement","https://www.scopus.com/pages/publications/85141655477?origin=resultslist"
"Unleashing Optimization in Dynamic Circuits through Branch Expansion","https://www.scopus.com/pages/publications/105014909091?origin=resultslist"
"Data transfer and reuse analysis tool for gpu-offloading using openmp","https://www.scopus.com/pages/publications/85091285486?origin=resultslist"
"Extending and Defending Attacks on Reset Operations in Quantum Computers","https://www.scopus.com/pages/publications/85210868136?origin=resultslist"
"Simplifying and implementing service level objectives for stream parallelism","https://www.scopus.com/pages/publications/85067059218?origin=resultslist"
"20th International Conference on Embedded Computer Systems: Architectures, Modeling, and Simulation, SAMOS 2020","https://www.scopus.com/pages/publications/85093816188?origin=resultslist"
"CARL: Unsupervised Code-Based Adversarial Attacks for Programming Language Models via Reinforcement Learning","https://www.scopus.com/pages/publications/85208921249?origin=resultslist"
"LLVM Based Parallelization of C Programs for GPU","https://www.scopus.com/pages/publications/85097830784?origin=resultslist"
"Performance Evaluation of LoRa 923 MHz for the Internet of Things","https://www.scopus.com/pages/publications/85218221436?origin=resultslist"
"Velosiraptor: Code Synthesis for Memory Translation","https://www.scopus.com/pages/publications/105002566323?origin=resultslist"
"i2kit: A Deployment Tool with the Simplicity of Containers and the Security of Virtual Machines","https://www.scopus.com/pages/publications/85055857712?origin=resultslist"
"Web-Armour: Mitigating Reconnaissance and Vulnerability Scanning with Scan-Impeding Delays in Web Deployments","https://www.scopus.com/pages/publications/105001319860?origin=resultslist"
"HBMalloc: Dynamic Memory Management in High-Level Synthesis for FPGA HBM","https://www.scopus.com/pages/publications/105015531738?origin=resultslist"
"User Authentication by Face Thermograms Based on Hybrid Neural Networks","https://www.scopus.com/pages/publications/85124377019?origin=resultslist"
"Color image encryption algorithm based on hyperchaotic and security analysis","https://www.scopus.com/pages/publications/85069481245?origin=resultslist"
"An authoring tool for democratizing the creation of high-quality VR experiences","https://www.scopus.com/pages/publications/85107203259?origin=resultslist"
"Identifying adaptation ‘on the ground’: Development of a UK adaptation Inventory","https://www.scopus.com/pages/publications/85127489401?origin=resultslist"
"Evaluation of Speedup and Energy with Multigrain Parallelizing Compiler","https://www.scopus.com/pages/publications/105010046698?origin=resultslist"
"Speeding Up the Development for the Computing Continuum with WebAssembly","https://www.scopus.com/pages/publications/105029900429?origin=resultslist"
"Synchronous Programming with Refinement Types","https://www.scopus.com/pages/publications/85201702040?origin=resultslist"
"CLARA: Transpiler for Cloud built Machine Learning Models into Resource-Scarce Embedded Systems","https://www.scopus.com/pages/publications/85143899682?origin=resultslist"
"Finding Universally Quantified Heap Invariants by Horn Clause Transformations","https://www.scopus.com/pages/publications/105001355372?origin=resultslist"
"SecSharp: Towards Efficient Trusted Execution in Managed Languages (Work in Progress)","https://www.scopus.com/pages/publications/85145781111?origin=resultslist"
"C Programming Code Defect Detection based on Bounded Model Checking","https://www.scopus.com/pages/publications/105002693454?origin=resultslist"
"On the feasibility of automated built-in function modeling for PHP symbolic execution","https://www.scopus.com/pages/publications/85107939500?origin=resultslist"
"Technological features of cross-language migration from PHP to python of software products working with intensive data","https://www.scopus.com/pages/publications/85121225210?origin=resultslist"
"A systematic exploration of C-to-rust code translation based on large language models: prompt strategies and automated repair","https://www.scopus.com/pages/publications/105019230442?origin=resultslist"
"Secure Convertible Codes for Passive Eavesdroppers","https://www.scopus.com/pages/publications/105021939398?origin=resultslist"
"Stream Parallelism Annotations for Multi-Core Frameworks","https://www.scopus.com/pages/publications/85095855709?origin=resultslist"
"Static identification of injection attacks in Java","https://www.scopus.com/pages/publications/85068440875?origin=resultslist"
"Turning talk into text: The representation of contemporary urban vernaculars in Swedish fiction","https://www.scopus.com/pages/publications/85190249235?origin=resultslist"
"Nanopass Back-Translation of Call-Return Trees for Mechanized Secure Compilation Proofs","https://www.scopus.com/pages/publications/105019496424?origin=resultslist"
"Source-to-Source Parallelization Compilers for Scientific Shared-Memory Multi-core and Accelerated Multiprocessing: Analysis, Pitfalls, Enhancement and Potential","https://www.scopus.com/pages/publications/85070320501?origin=resultslist"
"Maltracker: A Fine-Grained NPM Malware Tracker Copiloted by LLM-Enhanced Dataset","https://www.scopus.com/pages/publications/85205534885?origin=resultslist"
"TeTRIS: General-purpose Fuzzing for Translation Bugs in Source-to-Source Code Transpilers","https://www.scopus.com/pages/publications/105035215848?origin=resultslist"
"Haxe as a Swiss knife for bioinformatic applications: the SeqPHASE case story","https://www.scopus.com/pages/publications/85202517945?origin=resultslist"
"A Comparative analysis of different design styles of decoder for low power, high performance in the era of latest technologies: A review","https://www.scopus.com/pages/publications/105001661686?origin=resultslist"
"Application of morphological filtering with modifications in linear discriminant analysis classifier for epilepsy classification from EEG signals","https://www.scopus.com/pages/publications/85042395508?origin=resultslist"
"Towards effective preservation of robust safety properties","https://www.scopus.com/pages/publications/85130310898?origin=resultslist"
"Multi-Objective Application-Driven Approximate Design Method","https://www.scopus.com/pages/publications/85111022679?origin=resultslist"
"DMapS: End-to-End Qubit Mapping and Routing for Distributed Quantum Computing Architectures","https://www.scopus.com/pages/publications/105016825788?origin=resultslist"
"SPESC-Translator: Towards Automatically Smart Legal Contract Conversion for Blockchain-Based Auction Services","https://www.scopus.com/pages/publications/85105856464?origin=resultslist"
"6th International Conference on Inventive Systems and Control, ICISC 2022","https://www.scopus.com/pages/publications/85135854203?origin=resultslist"
"C2RustTV: An LLM-based Framework for C to Rust Translation and Validation","https://www.scopus.com/pages/publications/105016242870?origin=resultslist"
"Formal Reasoning Under Cached Address Translation","https://www.scopus.com/pages/publications/85078222107?origin=resultslist"
"Transient Key-based Obfuscation for HLS in an Untrusted Cloud Environment","https://www.scopus.com/pages/publications/85066634223?origin=resultslist"
"Parallel Adjoint Taping Using MPI","https://www.scopus.com/pages/publications/85164940997?origin=resultslist"
"Protecting software design in cloud using AWS IoT","https://www.scopus.com/pages/publications/85134026868?origin=resultslist"
"International Conference on Communication and Artificial Intelligence, ICCAI 2020","https://www.scopus.com/pages/publications/85111126518?origin=resultslist"
"SecureNLP: A System for Multi-Party Privacy-Preserving Natural Language Processing","https://www.scopus.com/pages/publications/85088371882?origin=resultslist"
"A Human-Machine Collaborative Code Translator from ARM NEON to RISC-V Vector","https://www.scopus.com/pages/publications/105045005745?origin=resultslist"
"MinsC2Rust: LLM-driven project-level code migration from C to safe Rust","https://www.scopus.com/pages/publications/105042583729?origin=resultslist"
"ZkGen: Policy-to-Circuit Transpiler","https://www.scopus.com/pages/publications/85203545264?origin=resultslist"
"39th ISC High Performance conference, ISC-HPC 2024","https://www.scopus.com/pages/publications/105009320572?origin=resultslist"
"Cambricon-M: A Fibonacci-Coded Charge-Domain SRAM-Based CIM Accelerator for DNN Inference","https://www.scopus.com/pages/publications/85213336391?origin=resultslist"
"Remote Method Delegation: a Platform for Grid Computing","https://www.scopus.com/pages/publications/85087922995?origin=resultslist"
"Pulse-efficient quantum machine learning","https://www.scopus.com/pages/publications/85176596437?origin=resultslist"
"Secured Encrypted Morse Code Communication using Fernet in Defense Applications","https://www.scopus.com/pages/publications/105000804323?origin=resultslist"
"Exploring the Potential of LLMs for Code Deobfuscation","https://www.scopus.com/pages/publications/105019302740?origin=resultslist"
"A Novel Software Test Data Generation Framework based on Multi-level Fuzzy Clustering Algorithm","https://www.scopus.com/pages/publications/85204788790?origin=resultslist"
"Slang: The Sireum Programming Language","https://www.scopus.com/pages/publications/85118099944?origin=resultslist"
"A Response-Nonlinearized DEMUX-TDC PUF for Resistance Against Modeling Attacks and Secure Authentication Protocols","https://www.scopus.com/pages/publications/105007635496?origin=resultslist"
"aspmc: New frontiers of algebraic answer set counting","https://www.scopus.com/pages/publications/85187201450?origin=resultslist"
"Design of Quantum Encoders with Minimum Area Overhead","https://www.scopus.com/pages/publications/85138836047?origin=resultslist"
"LAGrad: Statically Optimized Differentiable Programming in MLIR","https://www.scopus.com/pages/publications/85149173879?origin=resultslist"
"Semantic Transformation Framework for Rewriting Rules","https://www.scopus.com/pages/publications/85146975233?origin=resultslist"
"Design of quantum-dot cellular automata-based communication system using modular N-bit binary to gray and gray to binary converters","https://www.scopus.com/pages/publications/85097591685?origin=resultslist"
"International Conference on High Performance Computing, ISC High Performance 2021","https://www.scopus.com/pages/publications/85119887185?origin=resultslist"
"ccPASTpqc: Post Quantum Cryptography Migration of Programs Using Code Language Models","https://www.scopus.com/pages/publications/105038393458?origin=resultslist"
"Inverse-Transpilation: Reverse-Engineering Quantum Compiler Optimization Passes from Circuit Snapshots","https://www.scopus.com/pages/publications/105017569969?origin=resultslist"
"Test-driven development for generated portable Javascript apps","https://www.scopus.com/pages/publications/85044508132?origin=resultslist"
"Parameterized quantum random number generators for superconducting quantum hardware: novel architectures and NIST SP 800-22 evaluation under IBM noisy simulators","https://www.scopus.com/pages/publications/105045253158?origin=resultslist"
"Interactive Source-to-Source Optimizations Validated using Static Resource Analysis","https://www.scopus.com/pages/publications/85198644917?origin=resultslist"
"Challenges in C++ to Rust Translation with Large Language Models: A Preliminary Empirical Study","https://www.scopus.com/pages/publications/105021604770?origin=resultslist"
"A code and rate equivalence between secure network and index coding","https://www.scopus.com/pages/publications/85108095287?origin=resultslist"
"Agda formalization of a security-preserving translation from flow-sensitive to flow-insensitive security types","https://www.scopus.com/pages/publications/85096498970?origin=resultslist"
"C2SaferRust: Transforming C Projects into Safer Rust with NeuroSymbolic Techniques","https://www.scopus.com/pages/publications/105024570803?origin=resultslist"
"Declarative Preferences in Reactive BDI Agents","https://www.scopus.com/pages/publications/85102780315?origin=resultslist"
"Gecko: Hierarchical distributed view of heterogeneous shared memory architectures","https://www.scopus.com/pages/publications/85062527173?origin=resultslist"
"Fact-alternating mutex groups for classical planning","https://www.scopus.com/pages/publications/85044158070?origin=resultslist"
"Formalization of Quantum Intermediate Representations for code safety","https://www.scopus.com/pages/publications/85206655979?origin=resultslist"
"JasFree: Grammar-free Program Analysis for JavaScript Bytecode","https://www.scopus.com/pages/publications/105006536879?origin=resultslist"
"Portable PGAS-Based GPU-Accelerated Branch-And-Bound Algorithms at Scale","https://www.scopus.com/pages/publications/105018332522?origin=resultslist"
"Design and Implementation of a Memory Protection Mechanism Adhering to the Specifications of AUTOSAR OS SC3","https://www.scopus.com/pages/publications/85182733930?origin=resultslist"
"CodeTransOcean: A Comprehensive Multilingual Benchmark for Code Translation","https://www.scopus.com/pages/publications/85183300746?origin=resultslist"
"Milo: Attacking Deep Pre-trained Model for Programming Languages Tasks with Anti-analysis Code Obfuscation","https://www.scopus.com/pages/publications/85168914180?origin=resultslist"
"Poster abstract: Toward multi-task support and security analyses in PLC program translation for verification","https://www.scopus.com/pages/publications/85066611679?origin=resultslist"
"If-transpiler: Inlining of hybrid flow-sensitive security monitor for JavaScript","https://www.scopus.com/pages/publications/85042872113?origin=resultslist"
"Cognitive Reasoning in Translation: Evaluating Chain-of-Thought, Explaining, Metacognition, and Critique in Humans and General-Purpose vs. Advanced-Reasoning Large Language Models","https://www.scopus.com/pages/publications/105028394251?origin=resultslist"
"Automated description generation for software patches","https://www.scopus.com/pages/publications/85204241273?origin=resultslist"
"Impact of various IBM Quantum architectures with different properties on Grover's algorithm","https://www.scopus.com/pages/publications/85122885187?origin=resultslist"
"Autocryptsafe: A Formal Verification Tool for Detecting Semantic Divergence and Cryptographic Unsafety in Optimized Code","https://www.scopus.com/pages/publications/105044560128?origin=resultslist"
"A Multimodal NLP Framework for Detecting and Explaining Code Vulnerabilities","https://www.scopus.com/pages/publications/105046589082?origin=resultslist"
"Efficient compilation of algebraic effect handlers","https://www.scopus.com/pages/publications/85117578510?origin=resultslist"
"A Performance Analysis of Vector Length Agnostic Code","https://www.scopus.com/pages/publications/85090395879?origin=resultslist"
"Cp2SRust: A Transpiler for C/C++ to Safer Rust","https://www.scopus.com/pages/publications/105039184054?origin=resultslist"
"From fine- To coarse-grained dynamic information flow control and back","https://www.scopus.com/pages/publications/85120094269?origin=resultslist"
"Cartesian Reachability Logic: A Language-Parametric Logic for Verifying k-Safety Properties","https://www.scopus.com/pages/publications/85166485781?origin=resultslist"
"Cache-efficient and vectorized parallel dynamic programming for RNA folding","https://www.scopus.com/pages/publications/105039556254?origin=resultslist"
"Stable Model Semantics for Recursive SHACL","https://www.scopus.com/pages/publications/85086594562?origin=resultslist"
"Key Recovery from Side-Channel Power Analysis Attacks on Non-SIMD HQC Decryption","https://www.scopus.com/pages/publications/105014204089?origin=resultslist"
"Untargeted Code Authorship Evasion with Seq2Seq Transformation","https://www.scopus.com/pages/publications/85187647841?origin=resultslist"
"Highly reliable authentication based on handwritten passwords using hybrid neural networks with protection of biometric templates from being compromised; [Высоконадежная аутентификация по рукописным паролям на основе гибридных нейронных сетей с обеспечением защиты биометрических эталонов от компрометации]","https://www.scopus.com/pages/publications/85093533084?origin=resultslist"
"Automatic Bit-and Memory-Precise Verification of eBPF Code","https://www.scopus.com/pages/publications/85207833175?origin=resultslist"
"P2D: A Transpiler Framework for Optimizing Data Science Pipelines","https://www.scopus.com/pages/publications/85168344646?origin=resultslist"
"Putting in all the stops: Execution control for JavaScript","https://www.scopus.com/pages/publications/85084512287?origin=resultslist"
"The best of both worlds: Combining CUDA graph with an image processing DSL","https://www.scopus.com/pages/publications/85093954451?origin=resultslist"
"Experiential Education in Translational Research Through Engagement of Entrepreneurial Ecosystem","https://www.scopus.com/pages/publications/105017668383?origin=resultslist"
"Making occupational health and safety management systems ‘work’: A realist review of the OHSAS 18001 standard","https://www.scopus.com/pages/publications/85085505841?origin=resultslist"
"SafeTrans: LLM-Assisted Transpilation from C to Rust","https://www.scopus.com/pages/publications/105042170095?origin=resultslist"
"J-Parallelio: Automatic Parallelization Framework for Java Virtual Machine","https://www.scopus.com/pages/publications/85172178261?origin=resultslist"
"CryptoBap: A Binary Analysis Platform for Cryptographic Protocols","https://www.scopus.com/pages/publications/85179851194?origin=resultslist"
"Multi-Language Confidential Information Hidden in Multi-Channel Images with Unicode – ASCII Codes and Binary Signal Combination","https://www.scopus.com/pages/publications/105024205340?origin=resultslist"
"Vulnerability analysis pipeline using compiler based source to source translation and deep learning","https://www.scopus.com/pages/publications/85096489917?origin=resultslist"
"EMPLOYABILITY AND TRANSLATOR EDUCATION","https://www.scopus.com/pages/publications/105015797780?origin=resultslist"
"On Extracting Specialized Code Abilities from Large Language Models: A Feasibility Study","https://www.scopus.com/pages/publications/85187361220?origin=resultslist"
"Implementing Rust Language Algorithms for Image Processing","https://www.scopus.com/pages/publications/105031084559?origin=resultslist"
"Reliability estimation of reinforced slopes to prioritize maintenance actions","https://www.scopus.com/pages/publications/85099721995?origin=resultslist"
"Concept of cyber immunity of industry 4.0","https://www.scopus.com/pages/publications/85086313035?origin=resultslist"
"A Quantum Computer Trusted Execution Environment","https://www.scopus.com/pages/publications/85174836743?origin=resultslist"
"Mind the Merge: Evaluating the Effects of Token Merging on Pre-Trained Models for Code","https://www.scopus.com/pages/publications/105045165993?origin=resultslist"
"Optimization-Directed Compiler Fuzzing for Continuous Translation Validation","https://www.scopus.com/pages/publications/105008275778?origin=resultslist"
"Btor2-Cert: A Certifying Hardware-Verification Framework Using Software Analyzers","https://www.scopus.com/pages/publications/85192250802?origin=resultslist"
"Investigations with All-Optical Binary to Gray Code Converter at 50 Gbps Data Rate","https://www.scopus.com/pages/publications/85082864456?origin=resultslist"
"Formal Model of Correctness and Optimization on Binary Translation; [二进制翻译正确性及优化方法的形式化模型]","https://www.scopus.com/pages/publications/85074704669?origin=resultslist"
"Ahcm: Adaptive huffman code mapping for audio steganography based on psychoacoustic model","https://www.scopus.com/pages/publications/85065978060?origin=resultslist"
"Trustworthy Programming Language Translation with Large Language Models: A Focused Review","https://www.scopus.com/pages/publications/105049150346?origin=resultslist"
"Implementing a language with explicit assignment semantics","https://www.scopus.com/pages/publications/85077184387?origin=resultslist"
"Associative instruction reordering to alleviate register pressure","https://www.scopus.com/pages/publications/85064121240?origin=resultslist"
"Interpretable narrative explanation for ML predictors with LP: A case study for XAI","https://www.scopus.com/pages/publications/85069688451?origin=resultslist"
"Attention-Based Decompilation Through Neural Machine Translation","https://www.scopus.com/pages/publications/105005256982?origin=resultslist"
"A Transpilation-Based Approach to Writing Secure Access Control Smart Contracts","https://www.scopus.com/pages/publications/85179625722?origin=resultslist"
"Debun: Detecting Bundled JavaScript Libraries on Web using Property-Order Graphs","https://www.scopus.com/pages/publications/105034658971?origin=resultslist"
"Abstract Argumentation and Answer Set Programming: Two Faces of Nelson's Logic","https://www.scopus.com/pages/publications/85129531811?origin=resultslist"
"Impact of hardware connectivity on Grover’s algorithm in NISQ era","https://www.scopus.com/pages/publications/105003210304?origin=resultslist"
"Analyzing and enhancing communication platforms available for a deaf-blind user","https://www.scopus.com/pages/publications/85102431647?origin=resultslist"
"OpenCL-like offloading with metaprogramming for SX-Aurora TSUBASA","https://www.scopus.com/pages/publications/85100989999?origin=resultslist"
"AVIATE: Exploiting Translation Variants of Artifacts to Improve IR-based Traceability Recovery in Bilingual Software Projects","https://www.scopus.com/pages/publications/85212441347?origin=resultslist"
"Runtime Verification of Ethereum Smart Contracts Based on MSVL","https://www.scopus.com/pages/publications/85111147116?origin=resultslist"
"Real-Time Estimation and Defense of PV Inverter Sensor Attacks With Hardware Implementation","https://www.scopus.com/pages/publications/85218355012?origin=resultslist"
"Analyzing the Reliability of Convolutional Neural Networks on GPUs: GoogLeNet as a Case Study","https://www.scopus.com/pages/publications/85094315442?origin=resultslist"
"Unifying Fixed Code Mapping, Communication, Synchronization and Scheduling Algorithms for Efficient and Scalable Loop Pipelining","https://www.scopus.com/pages/publications/85044081726?origin=resultslist"
"LegiCode: A blockchain-legal LLM framework for real-time compliance in smart contract generation","https://www.scopus.com/pages/publications/105024062233?origin=resultslist"
"Behavior Trees as executable representation of Milner Calculus notations","https://www.scopus.com/pages/publications/85158857102?origin=resultslist"
"LLVM based approach to static analysis of C programs in SAPFOR","https://www.scopus.com/pages/publications/85062839903?origin=resultslist"
"Classification of security challenges and mitigation approaches in the quantum software engineering","https://www.scopus.com/pages/publications/105035086930?origin=resultslist"
"Misquoted No More: Securely Extracting F* Programs with IO","https://www.scopus.com/pages/publications/105047795906?origin=resultslist"
"The Design of a Self-Compiling C Transpiler Targeting POSIX Shell","https://www.scopus.com/pages/publications/85210874748?origin=resultslist"
